card_name,grader,grade,snapshot_date,population
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2026-02-25,256
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2026-02-25,467
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2026-02-25,385
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2026-02-25,458
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2026-03-27,57
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2026-03-27,258
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2026-03-27,471
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2026-03-27,388
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2026-03-27,462
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2026-04-26,58
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2026-04-26,260
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2026-04-26,475
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2026-04-26,391
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2026-04-26,466
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2026-05-26,58
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2026-05-26,262
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2026-05-26,479
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2026-05-26,394
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2026-05-26,469
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2026-06-25,59
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2026-06-25,264
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2026-06-25,483
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2026-06-25,398
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2026-06-25,473
Mechanicalchaser (Tournament Pack 1),psa,psa_10,2026-07-25,59
Mechanicalchaser (Tournament Pack 1),psa,psa_9,2026-07-25,266
Mechanicalchaser (Tournament Pack 1),psa,psa_7,2026-07-25,486
Mechanicalchaser (Tournament Pack 1),psa,psa_4,2026-07-25,401
Mechanicalchaser (Tournament Pack 1),psa,psa_2,2026-07-25,477
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-05-31,53
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-05-31,252
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-05-31,519
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-05-31,364
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-05-31,448
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-06-30,54
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-06-30,254
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-06-30,522
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-06-30,366
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-06-30,450
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-07-30,54
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-07-30,255
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-07-30,524
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-07-30,367
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-07-30,452
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-08-29,54
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-08-29,256
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-08-29,527
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-08-29,369
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-08-29,454
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-09-28,54
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-09-28,258
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-09-28,530
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-09-28,371
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-09-28,457
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-10-28,55
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-10-28,259
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-10-28,532
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-10-28,373
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-10-28,459
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-11-27,55
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-11-27,260
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-11-27,535
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-11-27,375
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-11-27,461
Morphing Jar (Tournament Pack 2),psa,psa_10,2025-12-27,55
Morphing Jar (Tournament Pack 2),psa,psa_9,2025-12-27,261
Morphing Jar (Tournament Pack 2),psa,psa_7,2025-12-27,538
Morphing Jar (Tournament Pack 2),psa,psa_4,2025-12-27,377
Morphing Jar (Tournament Pack 2),psa,psa_2,2025-12-27,464
Morphing Jar (Tournament Pack 2),psa,psa_10,2026-01-26,56
Morphing Jar (Tournament Pack 2),psa,psa_9,2026-01-26,263
Morphing Jar (Tournament Pack 2),psa,psa_7,2026-01-26,540
Morphing Jar (Tournament Pack 2),psa,psa_4,2026-01-26,379
Morphing Jar (Tournament Pack 2),psa,psa_2,2026-01-26,466
Morphing Jar (Tournament Pack 2),psa,psa_10,2026-02-25,56
Morphing Jar (Tournament Pack 2),psa,psa_9,2026-02-25,264
Morphing Jar (Tournament Pack 2),psa,psa_7,2026-02-25,543
Morphing Jar (Tournament Pack 2),psa,psa_4,2026-02-25,381
Morphing Jar (Tournament Pack 2),psa,psa_2,2026-02-25,468
Morphing Jar (Tournament Pack 2),psa,psa_10,2026-03-27,56
Morphing Jar (Tournament Pack 2),psa,psa_9,2026-03-27,265
Morphing Jar (Tournament Pack 2),psa,psa_7,2026-03-27,546
Morphing Jar (Tournament Pack 2),psa,psa_4,2026-03-27,382
Morphing Jar (Tournament Pack 2),psa,psa_2,2026-03-27,471
Morphing Jar (Tournament Pack 2),psa,psa_10,2026-04-26,56
Morphing Jar (Tournament Pack 2),psa,psa_9,2026-04-26,267
Morphing Jar (Tournament Pack 2),psa,psa_7,2026-04-26,549
Morphing Jar (Tournament Pack 2),psa,psa_4,2026-04-26,384
Morphing Jar (Tournament Pack 2),psa,psa_2,2026-04-26,473
Morphing Jar (Tournament Pack 2),psa,psa_10,2026-05-26,57
Morphing Jar (Tournament Pack 2),psa,psa_9,2026-05-26,268
Morphing Jar (Tournament Pack 2),psa,psa_7,2026-05-26,551
Morphing Jar (Tournament Pack 2),psa,psa_4,2026-05-26,386
Morphing Jar (Tournament Pack 2),psa,psa_2,2026-05-26,475
Morphing Jar (Tournament Pack 2),psa,psa_10,2026-06-25,57
Morphing Jar (Tournament Pack 2),psa,psa_9,2026-06-25,269
Morphing Jar (Tournament Pack 2),psa,psa_7,2026-06-25,554
Morphing Jar (Tournament Pack 2),psa,psa_4,2026-06-25,388
Morphing Jar (Tournament Pack 2),psa,psa_2,2026-06-25,478
Morphing Jar (Tournament Pack 2),psa,psa_10,2026-07-25,57
Morphing Jar (Tournament Pack 2),psa,psa_9,2026-07-25,271
Morphing Jar (Tournament Pack 2),psa,psa_7,2026-07-25,557
Morphing Jar (Tournament Pack 2),psa,psa_4,2026-07-25,390
Morphing Jar (Tournament Pack 2),psa,psa_2,2026-07-25,480
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-05-31,36
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-05-31,179
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-05-31,554
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-05-31,413
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-05-31,429
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-06-30,36
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-06-30,181
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-06-30,559
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-06-30,416
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-06-30,432
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-07-30,37
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-07-30,182
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-07-30,563
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-07-30,419
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-07-30,436
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-08-29,37
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-08-29,183
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-08-29,568
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-08-29,423
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-08-29,439
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-09-28,37
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-09-28,185
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-09-28,572
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-09-28,426
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-09-28,443
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-10-28,38
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-10-28,186
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-10-28,577
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-10-28,429
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-10-28,446
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-11-27,38
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-11-27,188
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-11-27,582
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-11-27,433
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-11-27,450
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2025-12-27,38
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2025-12-27,189
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2025-12-27,586
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2025-12-27,436
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2025-12-27,453
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2026-01-26,38
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2026-01-26,191
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2026-01-26,591
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2026-01-26,440
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2026-01-26,457
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2026-02-25,39
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2026-02-25,192
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2026-02-25,596
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2026-02-25,443
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2026-02-25,461
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2026-03-27,39
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2026-03-27,194
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2026-03-27,600
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2026-03-27,447
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2026-03-27,464
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2026-04-26,39
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2026-04-26,195
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2026-04-26,605
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2026-04-26,450
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2026-04-26,468
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2026-05-26,40
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2026-05-26,197
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2026-05-26,610
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2026-05-26,454
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2026-05-26,472
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2026-06-25,40
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2026-06-25,199
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2026-06-25,615
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2026-06-25,458
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2026-06-25,475
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_10,2026-07-25,40
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_9,2026-07-25,200
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_7,2026-07-25,620
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_4,2026-07-25,461
Cyber-Stein (Shonen Jump Championship Prize),psa,psa_2,2026-07-25,479
Needle Worm (Tournament Pack 3),psa,psa_10,2025-05-31,52
Needle Worm (Tournament Pack 3),psa,psa_9,2025-05-31,193
Needle Worm (Tournament Pack 3),psa,psa_7,2025-05-31,558
Needle Worm (Tournament Pack 3),psa,psa_4,2025-05-31,370
Needle Worm (Tournament Pack 3),psa,psa_2,2025-05-31,370
Needle Worm (Tournament Pack 3),psa,psa_10,2025-06-30,52
Needle Worm (Tournament Pack 3),psa,psa_9,2025-06-30,194
Needle Worm (Tournament Pack 3),psa,psa_7,2025-06-30,560
Needle Worm (Tournament Pack 3),psa,psa_4,2025-06-30,372
Needle Worm (Tournament Pack 3),psa,psa_2,2025-06-30,372
Needle Worm (Tournament Pack 3),psa,psa_10,2025-07-30,52
Needle Worm (Tournament Pack 3),psa,psa_9,2025-07-30,195
Needle Worm (Tournament Pack 3),psa,psa_7,2025-07-30,563
Needle Worm (Tournament Pack 3),psa,psa_4,2025-07-30,373
Needle Worm (Tournament Pack 3),psa,psa_2,2025-07-30,373
Needle Worm (Tournament Pack 3),psa,psa_10,2025-08-29,53
Needle Worm (Tournament Pack 3),psa,psa_9,2025-08-29,195
Needle Worm (Tournament Pack 3),psa,psa_7,2025-08-29,566
Needle Worm (Tournament Pack 3),psa,psa_4,2025-08-29,375
Needle Worm (Tournament Pack 3),psa,psa_2,2025-08-29,375
Needle Worm (Tournament Pack 3),psa,psa_10,2025-09-28,53
Needle Worm (Tournament Pack 3),psa,psa_9,2025-09-28,196
Needle Worm (Tournament Pack 3),psa,psa_7,2025-09-28,569
Needle Worm (Tournament Pack 3),psa,psa_4,2025-09-28,377
Needle Worm (Tournament Pack 3),psa,psa_2,2025-09-28,377
Needle Worm (Tournament Pack 3),psa,psa_10,2025-10-28,53
Needle Worm (Tournament Pack 3),psa,psa_9,2025-10-28,197
Needle Worm (Tournament Pack 3),psa,psa_7,2025-10-28,572
Needle Worm (Tournament Pack 3),psa,psa_4,2025-10-28,379
Needle Worm (Tournament Pack 3),psa,psa_2,2025-10-28,379
Needle Worm (Tournament Pack 3),psa,psa_10,2025-11-27,53
Needle Worm (Tournament Pack 3),psa,psa_9,2025-11-27,198
Needle Worm (Tournament Pack 3),psa,psa_7,2025-11-27,575
Needle Worm (Tournament Pack 3),psa,psa_4,2025-11-27,381
Needle Worm (Tournament Pack 3),psa,psa_2,2025-11-27,381
Needle Worm (Tournament Pack 3),psa,psa_10,2025-12-27,54
Needle Worm (Tournament Pack 3),psa,psa_9,2025-12-27,199
Needle Worm (Tournament Pack 3),psa,psa_7,2025-12-27,577
Needle Worm (Tournament Pack 3),psa,psa_4,2025-12-27,383
Needle Worm (Tournament Pack 3),psa,psa_2,2025-12-27,383
Needle Worm (Tournament Pack 3),psa,psa_10,2026-01-26,54
Needle Worm (Tournament Pack 3),psa,psa_9,2026-01-26,200
Needle Worm (Tournament Pack 3),psa,psa_7,2026-01-26,580
Needle Worm (Tournament Pack 3),psa,psa_4,2026-01-26,385
Needle Worm (Tournament Pack 3),psa,psa_2,2026-01-26,385
Needle Worm (Tournament Pack 3),psa,psa_10,2026-02-25,54
Needle Worm (Tournament Pack 3),psa,psa_9,2026-02-25,201
Needle Worm (Tournament Pack 3),psa,psa_7,2026-02-25,583
Needle Worm (Tournament Pack 3),psa,psa_4,2026-02-25,387
Needle Worm (Tournament Pack 3),psa,psa_2,2026-02-25,387
Needle Worm (Tournament Pack 3),psa,psa_10,2026-03-27,55
Needle Worm (Tournament Pack 3),psa,psa_9,2026-03-27,202
Needle Worm (Tournament Pack 3),psa,psa_7,2026-03-27,586
Needle Worm (Tournament Pack 3),psa,psa_4,2026-03-27,389
Needle Worm (Tournament Pack 3),psa,psa_2,2026-03-27,389
Needle Worm (Tournament Pack 3),psa,psa_10,2026-04-26,55
Needle Worm (Tournament Pack 3),psa,psa_9,2026-04-26,203
Needle Worm (Tournament Pack 3),psa,psa_7,2026-04-26,589
Needle Worm (Tournament Pack 3),psa,psa_4,2026-04-26,391
Needle Worm (Tournament Pack 3),psa,psa_2,2026-04-26,391
Needle Worm (Tournament Pack 3),psa,psa_10,2026-05-26,55
Needle Worm (Tournament Pack 3),psa,psa_9,2026-05-26,204
Needle Worm (Tournament Pack 3),psa,psa_7,2026-05-26,592
Needle Worm (Tournament Pack 3),psa,psa_4,2026-05-26,393
Needle Worm (Tournament Pack 3),psa,psa_2,2026-05-26,393
Needle Worm (Tournament Pack 3),psa,psa_10,2026-06-25,55
Needle Worm (Tournament Pack 3),psa,psa_9,2026-06-25,205
Needle Worm (Tournament Pack 3),psa,psa_7,2026-06-25,595
Needle Worm (Tournament Pack 3),psa,psa_4,2026-06-25,395
Needle Worm (Tournament Pack 3),psa,psa_2,2026-06-25,394
Needle Worm (Tournament Pack 3),psa,psa_10,2026-07-25,56
Needle Worm (Tournament Pack 3),psa,psa_9,2026-07-25,207
Needle Worm (Tournament Pack 3),psa,psa_7,2026-07-25,598
Needle Worm (Tournament Pack 3),psa,psa_4,2026-07-25,396
Needle Worm (Tournament Pack 3),psa,psa_2,2026-07-25,396
